project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
705358,Khurda-Bolangir New Broad Gauge Rail Link [301km],Railways,89,4983.45,0.055,0.5017717003567183,27.838585017835918,Low Risk,progress_per_month: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | agency_East Coast Railway [ECoR] - II: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk
705375,Koderma-Tilaiya New Line,Railways,92,2060.97,0.865,0.845,85.5,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: reduces delay risk | agency_East Central Railway [ECR] - II: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | project_duration_days: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
705513,Koraput - Singapur Railway Doubling,Railways,68,1787.49,0.88,0.2267717003567182,55.338585017835904,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk
705436,Kotapalli - Narasapur New Line,Railways,29,1264.18,0.065,0.535,30.000000000000004,Low Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | project_duration_months: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_days: reduces delay risk,agency_South Central Railway [SCR] - II: increases cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | project_duration_months: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk
705638,Kumbalam-Turavur doubling project [15.59 Km],Railways,15,292.15,0.28,0.0,14.000000000000002,Low Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | agency_Southern Railway [SR] - II: increases delay risk | expenditure_ratio: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk
705766,Lalitpur-Birari with flyover at Lalitpur- 16 Km,Railways,65,214.0,0.75,0.05,40.0,Medium Risk,agency_North Central Railway: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: increases delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure: reduces delay risk,agency_North Central Railway: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
705480,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",Railways,70,4971.65,0.925,0.0,46.25,Medium Risk,physical_progress: increases delay risk | original_cost: increases delay risk | expenditure: increases delay risk | agency_North Central Railway: increases delay risk | progress_per_month: reduces delay risk,agency_North Central Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk
705785,Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection,Railways,4,284.26,0.58,0.0,29.0,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: increases delay risk | agency_South Eastern Railway [SER] - I: increases delay risk | progress_per_month: reduces delay risk | project_duration_months: increases delay risk,physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
705783,Ludhiana- Killa Raipur Railway Doubling Project,Railways,55,118.0,0.785,0.22,50.25000000000001,Medium Risk,expenditure_ratio: increases delay risk | agency_CAO/C/NR: increases delay risk | project_duration_months: increases delay risk | progress_per_month: increases delay risk | physical_progress: increases delay risk,expenditure_ratio: reduces cost-overrun risk | agency_CAO/C/NR: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: increases cost-overrun risk
611615,Malugur- Palasamudram New Line Project [17.975 Km],Railways,0,0.0,0.495,1.0,74.75,High Risk,physical_progress: reduces delay risk | project_duration_months: increases delay risk | agency_South Western Railway [SWR] - II: increases delay risk | progress_per_month: reduces delay risk | project_duration_days: increases delay risk,project_duration_days: increases cost-overrun risk | original_cost: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | agency_South Western Railway [SWR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk
705437,Manoharabad-Kothapalli New Rail Line [151 km],Railways,71,1713.38,0.82,1.0,91.0,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | agency_South Central Railway [SCR] - II: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_South Central Railway [SCR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | project_duration_days: increases cost-overrun risk | expenditure: increases cost-overrun risk
705491,Marikuppam - Kuppam New Line Project [23.70 Km],Railways,15,123.17,0.255,0.0,12.75,Low Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | project_duration_months: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_South Western Railway [SWR] - II: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
705667,Mathura-Jhansi Third Railway Line [274 Km],Railways,94,4928.62,0.925,0.0,46.25,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | progress_per_month: increases delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk
705458,Miyagam-Karjan-Dabhoi-Samlaya [GC],Railways,68,693.0,0.61,1.0,80.5,High Risk,expenditure_ratio: increases delay risk | agency_Western Railway [WR] - II: reduces delay risk | physical_progress: increases delay risk | ministry_Ministry of Railways: reduces delay risk | progress_per_month: increases delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | agency_Western Railway [WR] - II: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
706757,Modasa-Shamlaji Road Railway Line Project,Railways,58,203.0,0.68,0.0,34.0,Low Risk,expenditure_ratio: increases delay risk | agency_SECR: increases delay risk | progress_per_month: reduces delay risk | project_duration_days: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
705755,Morappur - Dharmpuri New Railway Line Project,Railways,1,40.0,0.02,0.0,1.0,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | project_duration_months: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_Southern Railway [SR] - I: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk
705772,"Mughalsarai-Allahabad, 3rd line",Railways,62,1399.0,0.84,0.0,42.0,Medium Risk,agency_North Central Railway: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: increases delay risk | original_cost: increases delay risk,agency_North Central Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
611452,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM,Railways,92,208.0,0.105,0.0,5.25,Low Risk,agency_Western Railway: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | original_cost: reduces delay risk | sector_Railways: reduces delay risk,agency_Western Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
706780,Mumbai Urban Transport Project [MUTP] Phase-IIIA,Railways,16,2246.15,0.045,0.0,2.25,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: reduces delay risk | project_duration_months: reduces delay risk | original_cost: increases delay risk,agency_Mumbai Rail Vikas Corporation Ltd.[MRVC]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
706779,Mumbai Urban Transport Project [MUTP] - PHASE II,Railways,87,7364.0,0.91,0.0,45.5,Medium Risk,expenditure: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_Mumbai Rail Vikas Corporation Ltd.[MRVC]: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
706781,Mumbai Urban Transport Project Phase-III,Railways,60,5057.67,0.86,0.0,43.0,Medium Risk,expenditure: increases delay risk | original_cost: increases delay risk | progress_per_month: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_Mumbai Rail Vikas Corporation Ltd.[MRVC]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk
705728,Mumbai-Ahmedabad High Speed Rail Project- 508 km,Railways,53,78690.9,0.585,0.0,29.25,Low Risk,expenditure: increases delay risk | original_cost: increases delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: increases delay risk,sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | agency_National High Speed Rail Corporation [NHSRC]: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk
705401,Murkongselek-Pasighat,Railways,56,901.0,0.81,1.0,90.5,High Risk,expenditure_ratio: increases delay risk | expenditure: increases delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_Northeast Frontier Railway [NFR]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: increases cost-overrun risk
